
name,gender,count,year
Henry,M,2283,1908
Walter,M,2192,1908
Willie,M,1964,1908
Harry,M,1934,1908
Albert,M,1642,1908
Arthur,M,1601,1908
Harold,M,1542,1908
Paul,M,1478,1908
Clarence,M,1428,1908
Fred,M,1381,1908
Raymond,M,1381,1908
Mary,F,19259,1909
Helen,F,9250,1909
Margaret,F,7359,1909
Ruth,F,6509,1909
Dorothy,F,6253,1909
Anna,F,5804,1909
Elizabeth,F,5176,1909
Mildred,F,5054,1909
Marie,F,4301,1909
Alice,F,4170,1909
Florence,F,3789,1909
Frances,F,3780,1909
Ethel,F,3661,1909
Lillian,F,3596,1909
Gladys,F,3538,1909
Edna,F,3429,1909
Rose,F,3374,1909
Evelyn,F,3157,1909
Louise,F,3019,1909
Irene,F,2961,1909
William,M,7914,1909
James,M,7594,1909
George,M,4688,1909
Robert,M,4563,1909
Joseph,M,4348,1909
Charles,M,4030,1909
Frank,M,3244,1909
Edward,M,2935,1909
Thomas,M,2468,1909
Henry,M,2411,1909
Walter,M,2287,1909
Willie,M,2175,1909
Harry,M,1924,1909
Albert,M,1816,1909
Harold,M,1725,1909
Paul,M,1676,1909
Arthur,M,1665,1909
Clarence,M,1518,1909
Raymond,M,1441,1909
Richard,M,1427,1909
Mary,F,22848,1910
Helen,F,10479,1910
Margaret,F,8226,1910
Dorothy,F,7318,1910
Ruth,F,7212,1910
Anna,F,6436,1910
Elizabeth,F,5800,1910
Mildred,F,5692,1910
Marie,F,4790,1910
Alice,F,4671,1910
Frances,F,4448,1910
Florence,F,4282,1910
Ethel,F,4146,1910
Lillian,F,4127,1910
Gladys,F,3842,1910
Rose,F,3837,1910
Evelyn,F,3776,1910
Edna,F,3664,1910
Annie,F,3519,1910
Louise,F,3457,1910
James,M,9195,1910
William,M,8844,1910
Robert,M,5609,1910
George,M,5441,1910
Joseph,M,5228,1910
Charles,M,4785,1910
Frank,M,3768,1910
Edward,M,3408,1910
Henry,M,2899,1910
Willie,M,2897,1910
Thomas,M,2851,1910
Walter,M,2596,1910
Albert,M,2183,1910
Paul,M,2005,1910
Harry,M,1978,1910
Arthur,M,1942,1910
Harold,M,1909,1910
Raymond,M,1737,1910
Clarence,M,1706,1910
Richard,M,1654,1910
Mary,F,24390,1911
Helen,F,11801,1911
Margaret,F,9279,1911
Dorothy,F,8869,1911
Ruth,F,8003,1911
Anna,F,6753,1911
Elizabeth,F,6298,1911
Mildred,F,6271,1911
Marie,F,5017,1911
Frances,F,4967,1911
Alice,F,4813,1911
Florence,F,4424,1911
Lillian,F,4367,1911
Rose,F,4151,1911
Ethel,F,4141,1911
Evelyn,F,4075,1911
Edna,F,3957,1911
Gladys,F,3933,1911
Louise,F,3725,1911
Catherine,F,3565,1911
William,M,10593,1911
James,M,9951,1911
George,M,6586,1911
Robert,M,6526,1911
Joseph,M,6488,1911
Charles,M,5725,1911
Frank,M,4314,1911
Edward,M,4164,1911
Thomas,M,3293,1911
Henry,M,3167,1911
Walter,M,3074,1911
Harry,M,2538,1911
Willie,M,2492,1911
Albert,M,2478,1911
Harold,M,2448,1911
Paul,M,2393,1911
Arthur,M,2376,1911
Raymond,M,2088,1911
Richard,M,2030,1911
Louis,M,1838,1911
Mary,F,32304,1912
Helen,F,16133,1912
Dorothy,F,12645,1912
Margaret,F,12535,1912
Ruth,F,11280,1912
Mildred,F,8764,1912
Anna,F,8586,1912
Elizabeth,F,8528,1912
Frances,F,6680,1912
Marie,F,6642,1912
Alice,F,6285,1912
Florence,F,5739,1912
Evelyn,F,5620,1912
Lillian,F,5568,1912
Rose,F,5431,1912
Edna,F,5136,1912
Louise,F,5116,1912
Ethel,F,5073,1912
Gladys,F,4980,1912
Virginia,F,4810,1912
William,M,19626,1912
James,M,17644,1912
Robert,M,12837,1912
Joseph,M,12062,1912
George,M,11734,1912
Charles,M,11070,1912
Edward,M,7936,1912
Frank,M,7912,1912
Thomas,M,6086,1912
Walter,M,5808,1912
Henry,M,5644,1912
Harold,M,5102,1912
Paul,M,4785,1912
Arthur,M,4685,1912
Harry,M,4624,1912
Albert,M,4587,1912
Raymond,M,4374,1912
Richard,M,4188,1912
Louis,M,3591,1912
Clarence,M,3590,1912
Mary,F,36641,1913
Helen,F,18889,1913
Dorothy,F,14674,1913
Margaret,F,14486,1913
Ruth,F,12608,1913
Mildred,F,9921,1913
Anna,F,9687,1913
Elizabeth,F,9505,1913
Frances,F,7694,1913
Marie,F,7353,1913
Alice,F,6934,1913
Evelyn,F,6683,1913
Florence,F,6279,1913
Rose,F,6171,1913
Virginia,F,6036,1913
Lillian,F,6015,1913
Louise,F,5577,1913
Edna,F,5558,1913
Gladys,F,5428,1913
Ethel,F,5369,1913
William,M,23538,1913
James,M,20831,1913
Robert,M,15683,1913
Joseph,M,14471,1913
George,M,13874,1913
Charles,M,13190,1913
Edward,M,9474,1913
Frank,M,9237,1913
Thomas,M,7096,1913
Walter,M,6890,1913
Henry,M,6391,1913
Harold,M,6157,1913
Paul,M,5966,1913
Harry,M,5458,1913
Albert,M,5449,1913
Arthur,M,5422,1913
Raymond,M,5311,1913
Richard,M,5107,1913
Louis,M,4258,1913
Clarence,M,4046,1913
Mary,F,45345,1914
Helen,F,23221,1914
Dorothy,F,18782,1914
Margaret,F,17763,1914
Ruth,F,15839,1914
Anna,F,11865,1914
Mildred,F,11649,1914
Elizabeth,F,11367,1914
Frances,F,9677,1914
Marie,F,8829,1914
Evelyn,F,8506,1914
Alice,F,8198,1914
Florence,F,7886,1914
Virginia,F,7601,1914
Rose,F,7574,1914
Lillian,F,7354,1914
Louise,F,6648,1914
Catherine,F,6612,1914
Edna,F,6289,1914
Gladys,F,6227,1914
William,M,29754,1914
James,M,26263,1914
Robert,M,21188,1914
Joseph,M,18829,1914
George,M,17603,1914
Charles,M,16937,1914
Edward,M,12318,1914
Frank,M,12002,1914
Walter,M,8962,1914
Thomas,M,8850,1914
Henry,M,8110,1914
Paul,M,7733,1914
Harold,M,7563,1914
Albert,M,6942,1914
Raymond,M,6820,1914
Richard,M,6669,1914
Arthur,M,6641,1914
Harry,M,6588,1914
Louis,M,5495,1914
Ralph,M,5010,1914
Mary,F,58187,1915
Helen,F,30866,1915
Dorothy,F,25154,1915
Margaret,F,23055,1915
Ruth,F,21880,1915
Mildred,F,15253,1915
Anna,F,15119,1915
Elizabeth,F,14103,1915
Frances,F,12787,1915
Evelyn,F,11595,1915
Marie,F,11362,1915
Virginia,F,10952,1915
Alice,F,10525,1915
Florence,F,10105,1915
Lillian,F,9546,1915
Rose,F,9375,1915
Irene,F,8323,1915
Louise,F,8313,1915
Catherine,F,8181,1915
Edna,F,8143,1915
William,M,38564,1915
James,M,33777,1915
Robert,M,28738,1915
Joseph,M,23052,1915
George,M,22308,1915
Charles,M,21959,1915
Edward,M,15889,1915
Frank,M,15006,1915
Thomas,M,11490,1915
Walter,M,11256,1915
Harold,M,10444,1915
Paul,M,10328,1915
Henry,M,10139,1915
Richard,M,9143,1915
Raymond,M,8982,1915
Albert,M,8825,1915
Arthur,M,8563,1915
Harry,M,8470,1915
Donald,M,7117,1915
Ralph,M,6816,1915
Mary,F,61438,1916
Helen,F,32662,1916
Dorothy,F,27415,1916
Margaret,F,24952,1916
Ruth,F,23189,1916
Mildred,F,15633,1916
Anna,F,15228,1916
Elizabeth,F,14939,1916
Frances,F,13746,1916
Virginia,F,12487,1916
Evelyn,F,11889,1916
Marie,F,11683,1916
Alice,F,10719,1916
Florence,F,10412,1916
Rose,F,9605,1916
Lillian,F,9592,1916
Irene,F,9034,1916
Louise,F,8630,1916
Edna,F,8625,1916
Catherine,F,8469,1916
William,M,40420,1916
James,M,35569,1916
Robert,M,31740,1916
Joseph,M,23883,1916
Charles,M,23612,1916
George,M,23379,1916
Edward,M,17005,1916
Frank,M,15292,1916
Thomas,M,11998,1916
Walter,M,11760,1916
Paul,M,10791,1916
Harold,M,10698,1916
Henry,M,10655,1916
Richard,M,10134,1916
Raymond,M,9566,1916
Albert,M,9044,1916
Arthur,M,8922,1916
Harry,M,8476,1916
Donald,M,7737,1916
Ralph,M,7085,1916
Mary,F,64281,1917
Helen,F,34251,1917
Dorothy,F,28852,1917
Margaret,F,25560,1917
Ruth,F,23567,1917
Mildred,F,16257,1917
Anna,F,15161,1917
Elizabeth,F,15131,1917
Frances,F,14363,1917
Virginia,F,14261,1917
Evelyn,F,12532,1917
Marie,F,11812,1917
Alice,F,10990,1917
Florence,F,10539,1917
Lillian,F,9843,1917
Rose,F,9784,1917
Irene,F,9164,1917
Catherine,F,8689,1917
Louise,F,8584,1917
Edna,F,8422,1917
William,M,42422,1917
James,M,37340,1917
Robert,M,35220,1917
Joseph,M,24762,1917
George,M,24196,1917
Charles,M,24145,1917
Edward,M,17502,1917
Frank,M,15769,1917
Thomas,M,12611,1917
Walter,M,12582,1917
Harold,M,11194,1917
Paul,M,11153,1917
Richard,M,10914,1917
Henry,M,10696,1917
Raymond,M,9956,1917
Arthur,M,9282,1917
Albert,M,9157,1917
Harry,M,8856,1917
Donald,M,8728,1917
Ralph,M,7393,1917
Mary,F,67368,1918
Helen,F,36148,1918
Dorothy,F,32034,1918
Margaret,F,27140,1918
Ruth,F,25535,1918
Mildred,F,17258,1918
Virginia,F,16421,1918
Frances,F,16131,1918
Elizabeth,F,15852,1918
Anna,F,15666,1918
Evelyn,F,13493,1918
Marie,F,12589,1918
Alice,F,11590,1918
Florence,F,11316,1918
Lillian,F,9986,1918
Irene,F,9774,1918
Rose,F,9569,1918
Louise,F,9110,1918
Doris,F,9061,1918
Catherine,F,8842,1918
William,M,45290,1918
James,M,42120,1918
Robert,M,40620,1918
Charles,M,26923,1918
George,M,26321,1918
Joseph,M,26263,1918
Edward,M,19490,1918
Frank,M,17018,1918
Thomas,M,13910,1918
Walter,M,13338,1918
Richard,M,12324,1918
Harold,M,12187,1918
Paul,M,11756,1918
Raymond,M,11603,1918
Henry,M,11354,1918
Arthur,M,10105,1918
Donald,M,9975,1918
Albert,M,9935,1918
Harry,M,9896,1918
Jack,M,8341,1918
Mary,F,65842,1919
Helen,F,33705,1919
Dorothy,F,31735,1919
Margaret,F,26237,1919
Ruth,F,24565,1919
Mildred,F,17300,1919
Virginia,F,15637,1919
Elizabeth,F,15287,1919
Frances,F,15107,1919
Anna,F,14498,1919
Evelyn,F,13321,1919
Marie,F,12009,1919
Alice,F,11142,1919
Florence,F,10482,1919
Betty,F,10107,1919
Irene,F,9712,1919
Lillian,F,9515,1919
Doris,F,9434,1919
Rose,F,9194,1919
Louise,F,8812,1919
William,M,43972,1919
James,M,42389,1919
Robert,M,41027,1919
Charles,M,25193,1919
George,M,25171,1919
Joseph,M,24264,1919
Edward,M,18534,1919
Frank,M,15702,1919
Thomas,M,13433,1919
Walter,M,12880,1919
Richard,M,12441,1919
Harold,M,12020,1919
Raymond,M,11383,1919
Paul,M,11307,1919
Henry,M,10615,1919
Donald,M,9902,1919
Albert,M,9608,1919
Arthur,M,9539,1919
Harry,M,8989,1919
Jack,M,8265,1919
Mary,F,70975,1920
Dorothy,F,36645,1920
Helen,F,35097,1920
Margaret,F,27997,1920
Ruth,F,26101,1920
Mildred,F,18058,1920
Virginia,F,17315,1920
Elizabeth,F,15910,1920
Frances,F,15883,1920
Anna,F,14580,1920
Betty,F,14017,1920
Evelyn,F,13838,1920
Marie,F,12744,1920
Doris,F,11892,1920
Alice,F,11596,1920
Florence,F,10732,1920
Irene,F,10073,1920
Lillian,F,10049,1920
Louise,F,9179,1920
Rose,F,9011,1920
William,M,50152,1920
Robert,M,48681,1920
James,M,47913,1920
Charles,M,28309,1920
George,M,26892,1920
Joseph,M,25591,1920
Edward,M,20098,1920
Frank,M,16432,1920
Richard,M,15009,1920
Thomas,M,14939,1920
Harold,M,13679,1920
Walter,M,13295,1920
Paul,M,12570,1920
Raymond,M,12194,1920
Donald,M,11940,1920
Henry,M,11303,1920
Arthur,M,10238,1920
Albert,M,9998,1920
Jack,M,9600,1920
Harry,M,9409,1920
Mary,F,73983,1921
Dorothy,F,39084,1921
Helen,F,34821,1921
Margaret,F,28465,1921
Ruth,F,25782,1921
Virginia,F,19031,1921
Mildred,F,17882,1921
Betty,F,17637,1921
Frances,F,15995,1921
Elizabeth,F,15799,1921
Anna,F,14477,1921
Evelyn,F,14279,1921
Doris,F,13152,1921
Marie,F,12501,1921
Alice,F,11955,1921
Marjorie,F,11208,1921
Florence,F,10719,1921
Irene,F,10623,1921
Lillian,F,9769,1921
Rose,F,9351,1921
Robert,M,52780,1921
William,M,51860,1921
James,M,49750,1921
Charles,M,29244,1921
George,M,27476,1921
Joseph,M,26179,1921
Edward,M,20815,1921
Frank,M,16706,1921
Richard,M,16377,1921
Thomas,M,15308,1921
Harold,M,13811,1921
Donald,M,13777,1921
Paul,M,13167,1921
Walter,M,13003,1921
Raymond,M,12644,1921
Henry,M,11413,1921
Jack,M,10755,1921
Arthur,M,10526,1921
Albert,M,10156,1921
Harry,M,9731,1921
Mary,F,72173,1922
Dorothy,F,37715,1922
Helen,F,32506,1922
Margaret,F,26863,1922
Ruth,F,23629,1922
Betty,F,20893,1922
Virginia,F,19145,1922
Mildred,F,16412,1922
Elizabeth,F,15241,1922
Frances,F,15052,1922
Doris,F,13798,1922
Anna,F,13405,1922
Evelyn,F,13318,1922
Marie,F,11912,1922
Alice,F,11276,1922
Marjorie,F,10385,1922
Irene,F,10172,1922
Florence,F,10037,1922
Lillian,F,9428,1922
Jean,F,9108,1922
Robert,M,53796,1922
William,M,51119,1922
James,M,49806,1922
Charles,M,28842,1922
George,M,27348,1922
Joseph,M,25702,1922
Edward,M,20421,1922
Richard,M,17539,1922
Frank,M,16013,1922
Thomas,M,15265,1922
Donald,M,14916,1922
Harold,M,13595,1922
Paul,M,12925,1922
Walter,M,12632,1922
Raymond,M,12131,1922
Henry,M,11208,1922
Jack,M,10845,1922
Arthur,M,10119,1922
Albert,M,9893,1922
Kenneth,M,9262,1922
Mary,F,71634,1923
Dorothy,F,39042,1923
Helen,F,31493,1923
Margaret,F,26133,1923
Betty,F,25991,1923
Ruth,F,23637,1923
Virginia,F,18329,1923
Mildred,F,15989,1923
Elizabeth,F,15460,1923
Frances,F,14877,1923
Doris,F,14610,1923
Evelyn,F,13173,1923
Anna,F,12864,1923
Marie,F,11509,1923
Alice,F,11330,1923
Marjorie,F,10218,1923
Irene,F,10051,1923
Florence,F,9747,1923
Jean,F,9511,1923
Lillian,F,9327,1923
Robert,M,56118,1923
William,M,52137,1923
James,M,50467,1923
Charles,M,28960,1923
George,M,27027,1923
Joseph,M,25558,1923
Edward,M,20600,1923
Richard,M,18884,1923
Donald,M,16436,1923
Frank,M,15910,1923
Thomas,M,15884,1923
Harold,M,13872,1923
Paul,M,13362,1923
Raymond,M,12462,1923
Walter,M,12434,1923
Jack,M,11193,1923
Henry,M,11069,1923
Arthur,M,9919,1923
Albert,M,9826,1923
Kenneth,M,9732,1923
Mary,F,73533,1924
Dorothy,F,39997,1924
Helen,F,31189,1924
Betty,F,30602,1924
Margaret,F,26551,1924
Ruth,F,23600,1924
Virginia,F,18625,1924
Mildred,F,15853,1924
Doris,F,15785,1924
Frances,F,15183,1924
Elizabeth,F,14952,1924
Evelyn,F,13355,1924
Anna,F,13079,1924
Marie,F,11579,1924
Alice,F,11538,1924
Jean,F,10723,1924
Marjorie,F,10070,1924
Irene,F,9930,1924
Shirley,F,9488,1924
Florence,F,9468,1924
John,M,59056,1924
William,M,53511,1924
James,M,52942,1924
Charles,M,30461,1924
George,M,27371,1924
Joseph,M,25426,1924
Richard,M,21244,1924
Edward,M,21127,1924
Donald,M,17926,1924
Thomas,M,16558,1924
Frank,M,16043,1924
Harold,M,14154,1924
Paul,M,13339,1924
Raymond,M,12872,1924
Walter,M,12698,1924
Jack,M,11924,1924
Henry,M,11196,1924
Kenneth,M,10357,1924
Arthur,M,10173,1924
Albert,M,9882,1924
Mary,F,70596,1925
Dorothy,F,38572,1925
Betty,F,32817,1925
Helen,F,29169,1925
Margaret,F,24463,1925
Ruth,F,22249,1925
Virginia,F,17489,1925
Doris,F,16075,1925
Mildred,F,14450,1925
Elizabeth,F,13934,1925
Frances,F,13824,1925
Evelyn,F,12503,1925
Anna,F,12250,1925
Jean,F,11597,1925
Alice,F,11574,1925
Marie,F,10930,1925
Shirley,F,10513,1925
Lois,F,9572,1925
Irene,F,9439,1925
Gloria,F,9378,1925
John,M,57200,1925
William,M,53302,1925
James,M,52680,1925
Charles,M,29581,1925
George,M,26568,1925
Joseph,M,24614,1925
Richard,M,23270,1925
Edward,M,20093,1925
Donald,M,19196,1925
Thomas,M,16688,1925
Frank,M,15330,1925
Paul,M,14177,1925
Harold,M,13594,1925
Raymond,M,12445,1925
Walter,M,12131,1925
Jack,M,12011,1925
Henry,M,10614,1925
Kenneth,M,10150,1925
Arthur,M,9985,1925
Albert,M,9511,1925
Mary,F,67831,1926
Dorothy,F,36613,1926
Betty,F,32960,1926
Helen,F,26885,1926
Margaret,F,23073,1926
Ruth,F,20220,1926
Doris,F,16298,1926
Virginia,F,16159,1926
Mildred,F,13551,1926
Frances,F,13356,1926
Elizabeth,F,12836,1926
Jean,F,12167,1926
Evelyn,F,11782,1926
Shirley,F,11762,1926
Anna,F,11698,1926
Barbara,F,11079,1926
Alice,F,10954,1926
Marie,F,10629,1926
Lois,F,9820,1926
Gloria,F,9197,1926
John,M,56116,1926
James,M,53210,1926
William,M,51923,1926
Charles,M,29525,1926
George,M,25904,1926
Richard,M,25149,1926
Joseph,M,23763,1926
Donald,M,20908,1926
Edward,M,19375,1926
Thomas,M,16596,1926
Frank,M,14494,1926
Paul,M,13653,1926
Harold,M,13310,1926
Raymond,M,12808,1926
Jack,M,12199,1926
Walter,M,11770,1926
Kenneth,M,10338,1926
Henry,M,9999,1926
Arthur,M,9463,1926
Albert,M,9144,1926
Mary,F,70638,1927
Dorothy,F,35990,1927
Betty,F,35422,1927
Helen,F,25319,1927
Margaret,F,21961,1927
Ruth,F,19413,1927
Doris,F,16509,1927
Virginia,F,15726,1927
Shirley,F,13312,1927
Barbara,F,13162,1927
Mildred,F,13053,1927
Frances,F,12988,1927
Elizabeth,F,12528,1927
Jean,F,12510,1927
Evelyn,F,11496,1927
Anna,F,11216,1927
Alice,F,10680,1927
Patricia,F,10553,1927
Lois,F,10505,1927
Marie,F,10313,1927
John,M,55950,1927
James,M,53669,1927
William,M,51473,1927
Charles,M,31936,1927
Richard,M,26766,1927
George,M,25949,1927
Donald,M,23841,1927
Joseph,M,23503,1927
Edward,M,19114,1927
Thomas,M,17022,1927
Frank,M,14376,1927
Paul,M,13609,1927
Harold,M,13229,1927
Raymond,M,12804,1927
Jack,M,12796,1927
Walter,M,11346,1927
Kenneth,M,10850,1927
Henry,M,9863,1927
Eugene,M,9745,1927
David,M,9426,1927
Mary,F,66863,1928
Betty,F,36081,1928
Dorothy,F,33727,1928
Helen,F,22935,1928
Margaret,F,20293,1928
Ruth,F,17863,1928
Doris,F,16570,1928
Barbara,F,14870,1928
Virginia,F,14498,1928
Shirley,F,14211,1928
Patricia,F,12332,1928
Jean,F,12207,1928
Frances,F,12134,1928
Elizabeth,F,11764,1928
Mildred,F,11649,1928
Anna,F,10571,1928
Evelyn,F,10536,1928
Lois,F,10423,1928
Alice,F,10140,1928
Dolores,F,9614,1928
John,M,53753,1928
James,M,52745,1928
William,M,49113,1928
Charles,M,31237,1928
Richard,M,28794,1928
Donald,M,25698,1928
George,M,24401,1928
Joseph,M,22311,1928
Edward,M,18487,1928
Thomas,M,16578,1928
Frank,M,13571,1928
Paul,M,13157,1928
Harold,M,12678,1928
Jack,M,12495,1928
Raymond,M,11952,1928
Kenneth,M,11169,1928
Walter,M,10649,1928
David,M,10002,1928
Eugene,M,9705,1928
Henry,M,9317,1928
Mary,F,63513,1929
Betty,F,36667,1929
Dorothy,F,31480,1929
Helen,F,20983,1929
Margaret,F,19207,1929
Doris,F,16498,1929
Barbara,F,16038,1929
Ruth,F,16014,1929
Shirley,F,14578,1929
Patricia,F,13625,1929
Virginia,F,13234,1929
Jean,F,11866,1929
Joan,F,11665,1929
Dolores,F,11502,1929
Elizabeth,F,11249,1929
Frances,F,11095,1929
Lois,F,10291,1929
Mildred,F,10255,1929
Evelyn,F,9882,1929
Anna,F,9751,1929
James,M,52122,1929
John,M,52112,1929
William,M,47804,1929
Charles,M,29935,1929
Richard,M,29572,1929
Donald,M,27182,1929
George,M,23016,1929
Joseph,M,21162,1929
Edward,M,17225,1929
Thomas,M,16271,1929
Frank,M,12952,1929
Paul,M,12426,1929
Jack,M,12168,1929
Raymond,M,11900,1929
Harold,M,11673,1929
David,M,11298,1929
Kenneth,M,10835,1929
Walter,M,9854,1929
Eugene,M,9045,1929
Henry,M,8571,1929
Mary,F,64142,1930
Betty,F,38238,1930
Dorothy,F,30407,1930
Helen,F,19915,1930
Margaret,F,18351,1930
Barbara,F,18282,1930
Patricia,F,15751,1930
Joan,F,15477,1930
Doris,F,15466,1930
Ruth,F,14940,1930
Shirley,F,14779,1930
Virginia,F,13198,1930
Dolores,F,12838,1930
Jean,F,11984,1930
Elizabeth,F,10995,1930
Frances,F,10643,1930
Lois,F,10114,1930
Joyce,F,9660,1930
Evelyn,F,9535,1930
Alice,F,9517,1930
James,M,53943,1930
John,M,52429,1930
William,M,47263,1930
Richard,M,32177,1930
Charles,M,31859,1930
Donald,M,29047,1930
George,M,22776,1930
Joseph,M,20978,1930
Edward,M,17345,1930
Thomas,M,17016,1930
Paul,M,12959,1930
Frank,M,12541,1930
Jack,M,12430,1930
David,M,12274,1930
Raymond,M,11713,1930
Kenneth,M,11701,1930
Harold,M,11658,1930
Walter,M,9725,1930
Billy,M,9288,1930
Eugene,M,9028,1930
Mary,F,60292,1931
Betty,F,36103,1931
Dorothy,F,26520,1931
Barbara,F,21796,1931
Joan,F,19115,1931
Helen,F,17657,1931
Margaret,F,17332,1931
Patricia,F,16468,1931
Shirley,F,14404,1931
Doris,F,13622,1931
Ruth,F,13128,1931
Virginia,F,11882,1931
Jean,F,11012,1931
Dolores,F,10808,1931
Joyce,F,10578,1931
Elizabeth,F,10293,1931
Nancy,F,10033,1931
Frances,F,9717,1931
Marilyn,F,9666,1931
Lois,F,9350,1931
James,M,51209,1931
John,M,48408,1931
William,M,43263,1931
Richard,M,31816,1931
Charles,M,29923,1931
Donald,M,29103,1931
George,M,20683,1931
Joseph,M,19328,1931
Thomas,M,16843,1931
Edward,M,15644,1931
Paul,M,12252,1931
David,M,11776,1931
Kenneth,M,11567,1931
Jack,M,11479,1931
Frank,M,11468,1931
Raymond,M,10855,1931
Harold,M,10690,1931
Billy,M,9261,1931
Walter,M,8942,1931
Eugene,M,8148,1931
Mary,F,59870,1932
Betty,F,34411,1932
Barbara,F,26316,1932
Dorothy,F,24970,1932
Joan,F,21046,1932
Patricia,F,17992,1932
Margaret,F,16545,1932
Helen,F,16374,1932
Shirley,F,14473,1932
Doris,F,12910,1932
Ruth,F,12252,1932
Joyce,F,11363,1932
Nancy,F,10945,1932
Virginia,F,10756,1932
Jean,F,10669,1932
Marilyn,F,10567,1932
Elizabeth,F,9995,1932
Dolores,F,9630,1932
Frances,F,9555,1932
Lois,F,9518,1932
James,M,51920,1932
John,M,48613,1932
William,M,42114,1932
Richard,M,31797,1932
Charles,M,31098,1932
Donald,M,29779,1932
George,M,20437,1932
Joseph,M,18561,1932
Thomas,M,16829,1932
Edward,M,15184,1932
David,M,12138,1932
Paul,M,12069,1932
Kenneth,M,11743,1932
Frank,M,11494,1932
Ronald,M,11139,1932
Jack,M,10715,1932
Harold,M,10424,1932
Raymond,M,10345,1932
Billy,M,9429,1932
Walter,M,8661,1932
Mary,F,55498,1933
Betty,F,31523,1933
Barbara,F,26950,1933
Dorothy,F,22048,1933
Joan,F,19289,1933
Patricia,F,18626,1933
Margaret,F,15241,1933
Helen,F,14646,1933
Shirley,F,14314,1933
Doris,F,12021,1933
Nancy,F,11872,1933
Joyce,F,11190,1933
Ruth,F,11137,1933
Jean,F,9966,1933
Virginia,F,9720,1933
Marilyn,F,9125,1933
Elizabeth,F,9015,1933
Frances,F,8883,1933
Lois,F,8652,1933
Carol,F,8221,1933
James,M,51106,1933
John,M,46221,1933
William,M,39040,1933
Richard,M,31335,1933
Charles,M,28983,1933
Donald,M,28431,1933
George,M,18353,1933
Joseph,M,17159,1933
Thomas,M,16501,1933
Edward,M,13791,1933
Ronald,M,12060,1933
David,M,12020,1933
Paul,M,11847,1933
Kenneth,M,11403,1933
Frank,M,10959,1933
Jack,M,9836,1933
Harold,M,9546,1933
Raymond,M,9512,1933
Billy,M,8935,1933
Walter,M,7757,1933
Mary,F,56925,1934
Betty,F,31084,1934
Barbara,F,29232,1934
Shirley,F,22841,1934
Dorothy,F,21281,1934
Patricia,F,20846,1934
Joan,F,19464,1934
Margaret,F,15148,1934
Helen,F,14099,1934
Nancy,F,13516,1934
Doris,F,11623,1934
Joyce,F,11461,1934
Ruth,F,10565,1934
Carol,F,10272,1934
Virginia,F,10000,1934
Jean,F,9716,1934
Marilyn,F,9382,1934
Elizabeth,F,9342,1934
Frances,F,9205,1934
Lois,F,8385,1934
James,M,54240,1934
John,M,46738,1934
William,M,40166,1934
Richard,M,33154,1934
Donald,M,30406,1934
Charles,M,29789,1934
George,M,18497,1934
Thomas,M,17366,1934
Joseph,M,17102,1934
Ronald,M,14080,1934
David,M,14000,1934
Edward,M,13920,1934
Paul,M,12198,1934
Kenneth,M,11801,1934
Frank,M,10635,1934
Jack,M,9984,1934
Harold,M,9925,1934
Raymond,M,9587,1934
Billy,M,9555,1934
Walter,M,8088,1934
Mary,F,55067,1935
Shirley,F,42354,1935
Barbara,F,30693,1935
Betty,F,28670,1935
Patricia,F,22876,1935
Dorothy,F,19403,1935
Joan,F,18223,1935
Margaret,F,14720,1935
Nancy,F,14543,1935
Helen,F,12782,1935
Carol,F,11731,1935
Joyce,F,11366,1935
Doris,F,10606,1935
Marilyn,F,10415,1935
Ruth,F,9989,1935
Virginia,F,9861,1935
Elizabeth,F,9076,1935
Jean,F,8851,1935
Frances,F,8768,1935
Beverly,F,7994,1935
James,M,54998,1935
John,M,47493,1935
William,M,40197,1935
Richard,M,33941,1935
Charles,M,29977,1935
Donald,M,29658,1935
George,M,18557,1935
Thomas,M,17679,1935
Joseph,M,17185,1935
David,M,15663,1935
Ronald,M,15481,1935
Edward,M,13837,1935
Paul,M,12558,1935
Kenneth,M,12063,1935
Frank,M,10418,1935
Raymond,M,9562,1935
Jack,M,9435,1935
Billy,M,9238,1935
Harold,M,9165,1935
Gerald,M,8456,1935
Mary,F,54368,1936
Shirley,F,35161,1936
Barbara,F,31682,1936
Betty,F,25864,1936
Patricia,F,23912,1936
Dorothy,F,17668,1936
Joan,F,17067,1936
Nancy,F,16756,1936
Margaret,F,14593,1936
Carol,F,14521,1936
Helen,F,12233,1936
Joyce,F,11990,1936
Marilyn,F,11065,1936
Virginia,F,9650,1936
Doris,F,9221,1936
Ruth,F,9212,1936
Beverly,F,8900,1936
Elizabeth,F,8860,1936
Frances,F,8786,1936
Jean,F,8534,1936
James,M,54679,1936
John,M,47667,1936
William,M,39388,1936
Richard,M,33485,1936
Charles,M,29081,1936
Donald,M,28633,1936
Thomas,M,18340,1936
George,M,18193,1936
David,M,17475,1936
Joseph,M,17449,1936
Ronald,M,16919,1936
Edward,M,14195,1936
Kenneth,M,12485,1936
Paul,M,12304,1936
Frank,M,10188,1936
Raymond,M,9452,1936
Jerry,M,9272,1936
Gerald,M,9017,1936
Jack,M,8856,1936
Harold,M,8628,1936
Mary,F,55643,1937
Barbara,F,34908,1937
Patricia,F,26839,1937
Shirley,F,26816,1937
Betty,F,25330,1937
Carol,F,17335,1937
